Transaction_ID,Transaction_date,Telco,Device_ID,Amount,Currency,Country,Bag_Size,Quantity,Mass
MP220805.0924.H89303,2022/08/05 09:24,AIRTEL,310005982,130,ZMW,ZM,30,1,30
MP220805.0928.G91670,2022/08/05 09:28,AIRTEL,310001465,130,ZMW,ZM,30,1,30
MP220805.1014.H91840,2022/08/05 10:14,AIRTEL,310021612,130,ZMW,ZM,30,1,30
MP220805.1036.G95339,2022/08/05 10:36,AIRTEL,310000548,130,ZMW,ZM,30,1,30
MP220805.1105.L22261,2022/08/05 11:05,AIRTEL,310003148,130,ZMW,ZM,30,1,30
MP220805.1105.K05474,2022/08/05 11:05,AIRTEL,310028684,130,ZMW,ZM,30,1,30
MP220805.1154.H97946,2022/08/05 11:54,AIRTEL,202200070,130,ZMW,ZM,30,1,30
MP220805.1202.H98370,2022/08/05 12:02,AIRTEL,310025560,130,ZMW,ZM,30,1,30
MP220805.1249.I87890,2022/08/05 12:49,AIRTEL,310051588,130,ZMW,ZM,50,1,50
MP220805.1252.L29173,2022/08/05 12:52,AIRTEL,310029584,130,ZMW,ZM,30,1,30
MP220805.1255.L29368,2022/08/05 12:55,AIRTEL,310035299,130,ZMW,ZM,30,1,30
MP220805.1257.H01485,2022/08/05 12:57,AIRTEL,310032406,60,ZMW,ZM,20,1,20
MP220805.1420.J00904,2022/08/05 14:20,AIRTEL,310028305,130,ZMW,ZM,30,1,30
MP220805.1421.L34646,2022/08/05 14:21,AIRTEL,310035210,130,ZMW,ZM,30,1,30
MP220805.1433.H07017,2022/08/05 14:33,AIRTEL,310009082,130,ZMW,ZM,30,1,30
MP220805.1447.I95925,2022/08/05 14:47,AIRTEL,202200036,130,ZMW,ZM,30,1,30
MP220805.1454.J02951,2022/08/05 14:54,AIRTEL,310000364,130,ZMW,ZM,30,1,30
MP220805.1533.L38759,2022/08/05 15:33,AIRTEL,310034788,130,ZMW,ZM,30,1,30
MP220805.1552.I00467,2022/08/05 15:52,AIRTEL,310034273,130,ZMW,ZM,30,1,30
MP220805.1604.I01293,2022/08/05 16:04,AIRTEL,310034456,120,ZMW,ZM,20,2,40
MP220805.1609.I01543,2022/08/05 16:09,AIRTEL,310033958,130,ZMW,ZM,30,1,30
MP220805.1704.G18697,2022/08/05 17:04,AIRTEL,310054519,120,ZMW,ZM,20,2,40
MP220805.1739.K28541,2022/08/05 17:39,AIRTEL,310029076,130,ZMW,ZM,30,1,30
MP220806.0759.G54023,2022/08/06 07:59,AIRTEL,310032703,130,ZMW,ZM,30,1,30
MP220806.0845.J48348,2022/08/06 08:45,AIRTEL,310015457,130,ZMW,ZM,30,1,30
MP220806.0859.L85142,2022/08/06 08:59,AIRTEL,310013229,130,ZMW,ZM,30,1,30
MP220806.1006.L89008,2022/08/06 10:06,AIRTEL,310052117,130,ZMW,ZM,50,1,50
MP220806.1020.J54890,2022/08/06 10:20,AIRTEL,310021443,130,ZMW,ZM,30,1,30
MP220806.1119.K75129,2022/08/06 11:19,AIRTEL,310033253,91,ZMW,ZM,50,1,50
MP220806.1122.J58764,2022/08/06 11:22,AIRTEL,310032699,130,ZMW,ZM,30,1,30
MP220806.1426.L02066,2022/08/06 14:26,AIRTEL,310003517,130,ZMW,ZM,30,1,30
MP220806.1627.H91406,2022/08/06 16:27,AIRTEL,310028941,130,ZMW,ZM,30,1,30
MP220806.1926.H04398,2022/08/06 19:26,AIRTEL,310008344,130,ZMW,ZM,30,1,30
MP220807.1439.I37615,2022/08/07 14:39,AIRTEL,310035025,130,ZMW,ZM,30,1,30
3220230506,2022/08/07 15:30,MTN,310020877,130,ZMW,ZM,30,1,30
MP220807.1946.L93700,2022/08/07 19:46,AIRTEL,310003529,130,ZMW,ZM,30,1,30
MP220808.0902.H78964,2022/08/08 09:02,AIRTEL,310051232,130,ZMW,ZM,50,1,50
MP220808.0916.L12501,2022/08/08 09:16,AIRTEL,310030326,130,ZMW,ZM,30,1,30
MP220808.0930.I34069,2022/08/08 09:30,AIRTEL,310002416,130,ZMW,ZM,30,1,30
MP220808.0934.H80346,2022/08/08 09:34,AIRTEL,202200071,130,ZMW,ZM,30,1,30
3221921094,2022/08/08 09:35,MTN,310002769,130,ZMW,ZM,30,1,30
MP220808.1003.G39212,2022/08/08 10:03,AIRTEL,310052409,180,ZMW,ZM,20,3,60
MP220808.1032.H83109,2022/08/08 10:32,AIRTEL,202200006,130,ZMW,ZM,30,1,30
MP220808.1100.L17700,2022/08/08 11:00,AIRTEL,310015923,130,ZMW,ZM,30,1,30
MP220808.1205.G45192,2022/08/08 12:05,AIRTEL,310022765,130,ZMW,ZM,30,1,30
MP220808.1232.H89300,2022/08/08 12:32,AIRTEL,310031038,130,ZMW,ZM,30,1,30
MP220808.1240.J42568,2022/08/08 12:40,AIRTEL,310021102,130,ZMW,ZM,30,1,30
MP220808.1245.K09612,2022/08/08 12:45,AIRTEL,310034885,120,ZMW,ZM,20,2,40
MP220808.1259.L23453,2022/08/08 12:59,AIRTEL,310001991,130,ZMW,ZM,30,1,30
MP220808.1316.G48769,2022/08/08 13:16,AIRTEL,310001922,130,ZMW,ZM,30,1,30
MP220808.1319.H91992,2022/08/08 13:19,AIRTEL,310001922,130,ZMW,ZM,30,1,30
MP220808.1406.H94603,2022/08/08 14:06,AIRTEL,310005139,130,ZMW,ZM,30,1,30
MP220808.1411.G51391,2022/08/08 14:11,AIRTEL,310003494,130,ZMW,ZM,30,1,30
MP220808.1436.I48575,2022/08/08 14:36,AIRTEL,202200021,130,ZMW,ZM,30,1,30
MP220808.1446.J48516,2022/08/08 14:46,AIRTEL,202200073,130,ZMW,ZM,30,1,30
MP220808.1505.J49304,2022/08/08 15:05,AIRTEL,202200037,130,ZMW,ZM,30,1,30
MP220808.1513.L30626,2022/08/08 15:13,AIRTEL,310030412,130,ZMW,ZM,30,1,30
MP220808.1525.J50415,2022/08/08 15:25,AIRTEL,310025437,130,ZMW,ZM,30,1,30
MP220808.1528.L31396,2022/08/08 15:28,AIRTEL,310022684,130,ZMW,ZM,30,1,30
MP220808.1530.G55276,2022/08/08 15:30,AIRTEL,202200003,130,ZMW,ZM,30,1,30
MP220808.1540.H99186,2022/08/08 15:40,AIRTEL,310021798,130,ZMW,ZM,30,1,30
MP220808.1604.L33081,2022/08/08 16:04,AIRTEL,310013958,130,ZMW,ZM,30,1,30
MP220808.1612.I54620,2022/08/08 16:12,AIRTEL,310002192,60,ZMW,ZM,20,1,20
MP220809.0910.J87962,2022/08/09 09:10,AIRTEL,310050345,62,ZMW,ZM,20,1,20
MP220809.0937.L68502,2022/08/09 09:37,AIRTEL,310028297,130,ZMW,ZM,30,1,30
MP220809.1003.I89767,2022/08/09 10:03,AIRTEL,310034765,120,ZMW,ZM,20,2,40
MP220809.1008.G93153,2022/08/09 10:08,AIRTEL,310029624,130,ZMW,ZM,30,1,30
MP220809.1022.K55910,2022/08/09 10:22,AIRTEL,310002797,130,ZMW,ZM,30,1,30
MP220809.1042.J92693,2022/08/09 10:42,AIRTEL,310000081,130,ZMW,ZM,30,1,30
MP220809.1114.H42767,2022/08/09 11:14,AIRTEL,310030122,130,ZMW,ZM,30,1,30
MP220809.1228.G00859,2022/08/09 12:28,AIRTEL,310003193,130,ZMW,ZM,30,1,30
MP220809.1241.L78550,2022/08/09 12:41,AIRTEL,310031855,130,ZMW,ZM,30,1,30
MP220809.1316.K65498,2022/08/09 13:16,AIRTEL,202200022,130,ZMW,ZM,30,1,30
MP220809.1337.G04022,2022/08/09 13:37,AIRTEL,202200019,130,ZMW,ZM,30,1,30
MP220809.1347.K67088,2022/08/09 13:47,AIRTEL,202200027,130,ZMW,ZM,30,1,30
MP220809.1358.I02393,2022/08/09 13:58,AIRTEL,310021585,130,ZMW,ZM,30,1,30
MP220809.1427.J04685,2022/08/09 14:27,AIRTEL,310021817,130,ZMW,ZM,30,1,30
MP220809.1626.K75768,2022/08/09 16:26,AIRTEL,310036080,120,ZMW,ZM,20,2,40
MP220809.1723.H63087,2022/08/09 17:23,AIRTEL,310025397,130,ZMW,ZM,30,1,30
MP220810.0821.J42289,2022/08/10 08:21,AIRTEL,310008913,130,ZMW,ZM,30,1,30
MP220810.1106.L35707,2022/08/10 11:06,AIRTEL,310033483,60,ZMW,ZM,20,1,20
MP220810.1134.I55106,2022/08/10 11:34,AIRTEL,310022811,130,ZMW,ZM,30,1,30
MP220810.1325.I60825,2022/08/10 13:25,AIRTEL,202200023,130,ZMW,ZM,30,1,30
MP220810.1633.J67185,2022/08/10 16:33,AIRTEL,31002987,130,ZMW,ZM,30,1,30
MP220811.0755.K62803,2022/08/11 07:55,AIRTEL,310025252,130,ZMW,ZM,30,1,30
MP220811.0806.G04076,2022/08/11 08:06,AIRTEL,310013938,130,ZMW,ZM,30,1,30
MP220811.0905.J01476,2022/08/11 09:05,AIRTEL,310002956,130,ZMW,ZM,30,1,30
MP220811.1033.G10709,2022/08/11 10:33,AIRTEL,310033771,240,ZMW,ZM,20,4,80
MP220811.1036.L93107,2022/08/11 10:36,AIRTEL,310051983,84,ZMW,ZM,20,2,40
MP220811.1103.J06769,2022/08/11 11:03,AIRTEL,310017006,130,ZMW,ZM,30,1,30
MP220811.1106.G12733,2022/08/11 11:06,AIRTEL,310022991,130,ZMW,ZM,30,1,30
MP220811.1138.K72486,2022/08/11 11:38,AIRTEL,310032847,60,ZMW,ZM,20,1,20
MP220811.1146.K72715,2022/08/11 11:46,AIRTEL,310006080,130,ZMW,ZM,30,1,30
MP220811.1244.L99595,2022/08/11 12:44,AIRTEL,310001679,130,ZMW,ZM,30,1,30
MP220811.1306.H61745,2022/08/11 13:06,AIRTEL,310035082,130,ZMW,ZM,50,1,50
MP220811.1448.H66918,2022/08/11 14:48,AIRTEL,310034097,130,ZMW,ZM,50,1,50
MP220811.1519.K83943,2022/08/11 15:19,AIRTEL,310052453,60,ZMW,ZM,20,1,20
MP220811.1625.K86738,2022/08/11 16:25,AIRTEL,310034098,60,ZMW,ZM,20,1,20
MP220812.0959.L49627,2022/08/12 09:59,AIRTEL,310092576,260,ZMW,ZM,30,1,30
3233693710,2022/08/12 10:14,MTN,310002065,130,ZMW,ZM,30,1,30
MP220812.1039.I67437,2022/08/12 10:39,AIRTEL,310022373,130,ZMW,ZM,30,1,30
MP220812.1045.J63284,2022/08/12 10:45,AIRTEL,310022473,130,ZMW,ZM,30,1,30
MP220812.1049.H13407,2022/08/12 10:49,AIRTEL,310009389,130,ZMW,ZM,30,1,30
3233903811,2022/08/12 11:16,MTN,31002444,130,ZMW,ZM,30,1,30
MP220812.1142.L54927,2022/08/12 11:42,AIRTEL,310000413,130,ZMW,ZM,30,1,30
MP220812.1208.K30722,2022/08/12 12:08,AIRTEL,310056412,120,ZMW,ZM,20,2,40
MP220812.1227.I73351,2022/08/12 12:27,AIRTEL,310014250,130,ZMW,ZM,30,1,30
MP220812.1243.I74122,2022/08/12 12:43,AIRTEL,310035335,130,ZMW,ZM,50,1,50
MP220812.1422.J76201,2022/08/12 14:22,AIRTEL,310033256,60,ZMW,ZM,20,1,20
MP220812.1433.J76834,2022/08/12 14:33,AIRTEL,310052409,130,ZMW,ZM,50,1,50
MP220813.0815.L09068,2022/08/13 08:15,AIRTEL,310001845,130,ZMW,ZM,30,1,30
MP220813.1142.G25162,2022/08/13 11:42,AIRTEL,310033962,60,ZMW,ZM,20,1,20
MP220815.1252.K46386,2022/08/15 12:52,AIRTEL,310033920,60,ZMW,ZM,20,1,20
MP220815.1603.H55568,2022/08/15 16:03,AIRTEL,310014255,130,ZMW,ZM,30,1,30
MP220815.1628.I61813,2022/08/15 16:28,AIRTEL,310054751,60,ZMW,ZM,20,1,20
MP220816.0728.I95702,2022/08/16 07:28,AIRTEL,310015923,130,ZMW,ZM,30,1,30
MP220816.0922.H93126,2022/08/16 09:22,AIRTEL,310054012,130,ZMW,ZM,50,1,50
MP220816.0929.I00442,2022/08/16 09:29,AIRTEL,310035976,60,ZMW,ZM,20,1,20
MP220816.1006.K97234,2022/08/16 10:06,AIRTEL,310021355,130,ZMW,ZM,30,1,30
MP220816.1301.L17710,2022/08/16 13:01,AIRTEL,310002192,60,ZMW,ZM,20,1,20
MP220816.1507.J18807,2022/08/16 15:07,AIRTEL,310036884,130,ZMW,ZM,50,1,50
MP220816.1519.L25562,2022/08/16 15:19,AIRTEL,310034885,130,ZMW,ZM,50,1,50
MP220816.1757.H24634,2022/08/16 17:57,AIRTEL,310000884,130,ZMW,ZM,30,1,30
MP220817.1004.J82635,2022/08/17 10:04,AIRTEL,310033857,130,ZMW,ZM,30,1,30
MP220817.1009.K77975,2022/08/17 10:09,AIRTEL,310033854,130,ZMW,ZM,30,1,30
MP220817.1023.K78663,2022/08/17 10:23,AIRTEL,310035296,130,ZMW,ZM,30,1,30
MP220817.1027.H76879,2022/08/17 10:27,AIRTEL,310035298,130,ZMW,ZM,30,1,30
MP220817.1035.G82618,2022/08/17 10:35,AIRTEL,310033507,130,ZMW,ZM,30,1,30
MP220817.1046.K79852,2022/08/17 10:46,AIRTEL,310033664,130,ZMW,ZM,30,1,30
MP220817.1051.H78138,2022/08/17 10:51,AIRTEL,310033457,130,ZMW,ZM,30,1,30
MP220817.1102.J85453,2022/08/17 11:02,AIRTEL,310034476,130,ZMW,ZM,30,1,30
MP220817.1111.K81358,2022/08/17 11:11,AIRTEL,310007121,130,ZMW,ZM,30,1,30
MP220817.1147.J88469,2022/08/17 11:47,AIRTEL,310036902,130,ZMW,ZM,50,1,50
MP220817.1147.H80937,2022/08/17 11:47,AIRTEL,310032281,130,ZMW,ZM,30,1,30
MP220817.1205.G87097,2022/08/17 12:05,AIRTEL,310001833,130,ZMW,ZM,30,1,30
MP220817.1453.H91334,2022/08/17 14:53,AIRTEL,310016880,130,ZMW,ZM,30,1,30
MP220817.1608.K97897,2022/08/17 16:08,AIRTEL,310054739,60,ZMW,ZM,20,1,20
MP220817.1610.K97951,2022/08/17 16:10,AIRTEL,310054739,130,ZMW,ZM,50,1,50
MP220817.1612.G99100,2022/08/17 16:12,AIRTEL,310013906,130,ZMW,ZM,30,1,30
MP220818.1019.I10546,2022/08/18 10:19,AIRTEL,310051841,130,ZMW,ZM,50,1,50
MP220818.1202.G16223,2022/08/18 12:02,AIRTEL,202200254,130,ZMW,ZM,30,1,30
MP220818.1308.I19513,2022/08/18 13:08,AIRTEL,310091518,130,ZMW,ZM,30,1,30
MP220818.1337.L22332,2022/08/18 13:37,AIRTEL,310028110,130,ZMW,ZM,30,1,30
MP220818.1353.J23412,2022/08/18 13:53,AIRTEL,310029085,130,ZMW,ZM,30,1,30
MP220818.1401.J23929,2022/08/18 14:01,AIRTEL,310022704,130,ZMW,ZM,30,1,30
MP220818.1421.H23847,2022/08/18 14:21,AIRTEL,310030851,120,ZMW,ZM,30,1,30
MP220818.1425.I23906,2022/08/18 14:25,AIRTEL,310021581,130,ZMW,ZM,30,1,30
MP220818.1500.I25835,2022/08/18 15:00,AIRTEL,310002967,130,ZMW,ZM,30,1,30
MP220818.1509.H26524,2022/08/18 15:09,AIRTEL,310017744,130,ZMW,ZM,30,1,30
MP220818.1511.H26645,2022/08/18 15:11,AIRTEL,310014833,130,ZMW,ZM,30,1,30
MP220818.1516.L28324,2022/08/18 15:16,AIRTEL,310001064,130,ZMW,ZM,30,1,30
MP220818.1615.I29567,2022/08/18 16:15,AIRTEL,310017475,130,ZMW,ZM,30,1,30
MP220818.1659.K32450,2022/08/18 16:59,AIRTEL,310025201,130,ZMW,ZM,30,1,30
MP220819.0839.K66343,2022/08/19 08:39,AIRTEL,310021772,130,ZMW,ZM,30,1,30
MP220819.0849.G68812,2022/08/19 08:49,AIRTEL,310017717,130,ZMW,ZM,30,1,30
MP220819.0907.G69628,2022/08/19 09:07,AIRTEL,310000012,130,ZMW,ZM,30,1,30
MP220819.0912.I66584,2022/08/19 09:12,AIRTEL,310001220,130,ZMW,ZM,30,1,30
MP220819.0918.H67127,2022/08/19 09:18,AIRTEL,310014179,130,ZMW,ZM,30,1,30
MP220819.1000.K70237,2022/08/19 10:00,AIRTEL,310000990,130,ZMW,ZM,30,1,30
MP220819.1106.J73967,2022/08/19 11:06,AIRTEL,310022780,130,ZMW,ZM,30,1,30
MP220819.1122.K74998,2022/08/19 11:22,AIRTEL,310000160,130,ZMW,ZM,30,1,30
MP220819.1138.G78001,2022/08/19 11:38,AIRTEL,310003013,130,ZMW,ZM,30,1,30
MP220819.1139.L74706,2022/08/19 11:39,AIRTEL,310016243,130,ZMW,ZM,30,1,30
MP220819.1141.K76015,2022/08/19 11:41,AIRTEL,310001784,130,ZMW,ZM,30,1,30
MP220819.1145.G78241,2022/08/19 11:45,AIRTEL,310001619,130,ZMW,ZM,30,1,30
MP220819.1200.K77136,2022/08/19 12:00,AIRTEL,310029662,130,ZMW,ZM,30,1,30
MP220819.1218.K78030,2022/08/19 12:18,AIRTEL,310050170,120,ZMW,ZM,20,2,40
MP220819.1228.L78025,2022/08/19 12:28,AIRTEL,310054053,60,ZMW,ZM,20,1,20
MP220819.1252.K80007,2022/08/19 12:52,AIRTEL,310033483,60,ZMW,ZM,20,1,20
MP220819.1301.H78832,2022/08/19 13:01,AIRTEL,310002192,60,ZMW,ZM,20,1,20
MP220819.1523.K88355,2022/08/19 15:23,AIRTEL,310000567,130,ZMW,ZM,30,1,30
MP220819.1546.I87727,2022/08/19 15:46,AIRTEL,310008886,130,ZMW,ZM,30,1,30
MP220820.0927.H29748,2022/08/20 09:27,AIRTEL,310013415,130,ZMW,ZM,30,1,30
MP220820.1145.H39800,2022/08/20 11:45,AIRTEL,310033075,60,ZMW,ZM,20,1,20
MP220820.1712.L67770,2022/08/20 17:12,AIRTEL,310014941,130,ZMW,ZM,30,1,30
MP220820.1951.G78693,2022/08/20 19:51,AIRTEL,310014538,135,ZMW,ZM,30,1,30
MP220821.1840.J48492,2022/08/21 18:40,AIRTEL,310000586,130,ZMW,ZM,30,1,30
MP220822.0750.L72386,2022/08/22 07:50,AIRTEL,310000668,130,ZMW,ZM,30,1,30
MP220822.1128.J80069,2022/08/22 11:28,AIRTEL,310007801,130,ZMW,ZM,30,1,30
MP220822.1210.I86698,2022/08/22 12:10,AIRTEL,310013135,120,ZMW,ZM,30,1,30
MP220822.1349.K85856,2022/08/22 13:49,AIRTEL,310000484,130,ZMW,ZM,30,1,30
MP220822.1418.J88800,2022/08/22 14:18,AIRTEL,310013938,130,ZMW,ZM,30,1,30
MP220822.1430.I93829,2022/08/22 14:30,AIRTEL,310022311,130,ZMW,ZM,30,1,30
MP220822.1550.H96909,2022/08/22 15:50,AIRTEL,310001335,130,ZMW,ZM,30,1,30
MP220822.1738.I05525,2022/08/22 17:38,AIRTEL,310001465,130,ZMW,ZM,30,1,30
MP220822.1745.I05945,2022/08/22 17:45,AIRTEL,310008813,130,ZMW,ZM,30,1,30
MP220823.0907.G38993,2022/08/23 09:07,AIRTEL,310022249,130,ZMW,ZM,30,1,30
MP220823.1002.L42316,2022/08/23 10:02,AIRTEL,31003252,130,ZMW,ZM,30,1,30
MP220823.1121.G45561,2022/08/23 11:21,AIRTEL,310033850,130,ZMW,ZM,30,1,30
MP220823.1211.G48463,2022/08/23 12:11,AIRTEL,310038045,130,ZMW,ZM,30,1,30
MP220823.1306.I53577,2022/08/23 13:06,AIRTEL,310035160,130,ZMW,ZM,30,1,30
MP220823.1308.I53701,2022/08/23 13:08,AIRTEL,310034788,130,ZMW,ZM,30,1,30
MP220823.1309.I53718,2022/08/23 13:09,AIRTEL,310032735,130,ZMW,ZM,30,1,30
MP220823.1316.K45946,2022/08/23 13:16,AIRTEL,310034791,130,ZMW,ZM,30,1,30
MP220823.1412.I56952,2022/08/23 14:12,AIRTEL,310035299,130,ZMW,ZM,30,1,30
MP220823.1506.H55702,2022/08/23 15:06,AIRTEL,310033572,130,ZMW,ZM,30,1,30
MP220823.1513.G57172,2022/08/23 15:13,AIRTEL,310034747,130,ZMW,ZM,30,1,30
MP220823.1633.K55604,2022/08/23 16:33,AIRTEL,310034457,130,ZMW,ZM,30,1,30
MP220823.1646.G62032,2022/08/23 16:46,AIRTEL,310033920,120,ZMW,ZM,20,2,40
MP220823.1648.I66112,2022/08/23 16:48,AIRTEL,310033454,130,ZMW,ZM,30,1,30
MP220823.1838.H69077,2022/08/23 18:38,AIRTEL,310009967,130,ZMW,ZM,30,1,30
MP220823.2058.G81580,2022/08/23 20:58,AIRTEL,310017200,130,ZMW,ZM,30,1,30
MP220824.1224.J07399,2022/08/24 12:24,AIRTEL,310034456,60,ZMW,ZM,20,1,20
MP220824.1541.G17032,2022/08/24 15:41,AIRTEL,310050938,60,ZMW,ZM,20,1,20
MP220825.0822.G55757,2022/08/25 08:22,AIRTEL,310025149,130,ZMW,ZM,30,1,30
MP220825.1038.L68101,2022/08/25 10:38,AIRTEL,310054878,91,ZMW,ZM,50,1,50
MP220825.1057.H63138,2022/08/25 10:57,AIRTEL,310051588,130,ZMW,ZM,50,1,50
MP220825.1129.H64659,2022/08/25 11:29,AIRTEL,310002046,130,ZMW,ZM,30,1,30
MP220825.1203.K62182,2022/08/25 12:03,AIRTEL,310001819,130,ZMW,ZM,30,1,30
MP220825.1237.L76131,2022/08/25 12:37,AIRTEL,310014255,130,ZMW,ZM,30,1,30
MP220825.1248.H69186,2022/08/25 12:48,AIRTEL,310032103,120,ZMW,ZM,20,2,40
MP220825.1333.H71891,2022/08/25 13:33,AIRTEL,310034004,130,ZMW,ZM,50,1,50
MP220825.1520.I82765,2022/08/25 15:20,AIRTEL,310000180,130,ZMW,ZM,30,1,30
MP220825.1644.I88082,2022/08/25 16:44,AIRTEL,310000947,130,ZMW,ZM,30,1,30
MP220826.1222.I43348,2022/08/26 12:22,AIRTEL,202200024,130,ZMW,ZM,30,1,30
MP220826.1538.L59888,2022/08/26 15:38,AIRTEL,310035514,130,ZMW,ZM,50,1,50
MP220826.1628.I58583,2022/08/26 16:28,AIRTEL,310018742,130,ZMW,ZM,30,1,30
MP220826.1649.L65017,2022/08/26 16:49,AIRTEL,310033606,130,ZMW,ZM,50,1,50
MP220826.1653.K52142,2022/08/26 16:53,AIRTEL,310000603,130,ZMW,ZM,30,1,30
MP220827.1012.K01256,2022/08/27 10:12,AIRTEL,310015520,130,ZMW,ZM,30,1,30
MP220827.1100.G08378,2022/08/27 11:00,AIRTEL,310035335,60,ZMW,ZM,20,1,20
MP220829.0759.G53391,2022/08/29 07:59,AIRTEL,310015923,130,ZMW,ZM,30,1,30
MP220829.1200.I74762,2022/08/29 12:00,AIRTEL,310036535,60,ZMW,ZM,20,1,20
MP220829.1207.J68647,2022/08/29 12:07,AIRTEL,310008875,130,ZMW,ZM,30,1,30
MP220829.1215.J68995,2022/08/29 12:15,AIRTEL,310000533,130,ZMW,ZM,30,1,30
MP220829.1352.I81557,2022/08/29 13:52,AIRTEL,310051232,130,ZMW,ZM,50,1,50
MP220829.1353.L96017,2022/08/29 13:53,AIRTEL,310016265,130,ZMW,ZM,30,1,30
MP220829.1424.L98259,2022/08/29 14:24,AIRTEL,310003429,130,ZMW,ZM,30,1,30
MP220829.1427.K76400,2022/08/29 14:27,AIRTEL,310015799,130,ZMW,ZM,30,1,30
MP220829.1643.I91821,2022/08/29 16:43,AIRTEL,310021451,260,ZMW,ZM,30,2,60
MP220829.1650.G85043,2022/08/29 16:50,AIRTEL,310034098,60,ZMW,ZM,20,1,20
MP220829.1715.K87969,2022/08/29 17:15,AIRTEL,310003042,130,ZMW,ZM,30,1,30
MP220829.1718.J87603,2022/08/29 17:18,AIRTEL,310002368,130,ZMW,ZM,30,1,30
MP220829.1748.J89456,2022/08/29 17:48,AIRTEL,310017809,130,ZMW,ZM,30,1,30
MP220829.1825.I00009,2022/08/29 18:25,AIRTEL,310002496,130,ZMW,ZM,30,1,30
MP220829.1841.K96144,2022/08/29 18:41,AIRTEL,310001268,130,ZMW,ZM,30,1,30
MP220829.1843.K96491,2022/08/29 18:43,AIRTEL,310000436,130,ZMW,ZM,30,1,30
MP220830.0852.I33284,2022/08/30 08:52,AIRTEL,310054012,130,ZMW,ZM,50,1,50
MP220830.0957.G32513,2022/08/30 09:57,AIRTEL,310032847,60,ZMW,ZM,20,1,20
MP220830.1134.K36923,2022/08/30 11:34,AIRTEL,310034755,120,ZMW,ZM,20,2,40
MP220830.1208.I45484,2022/08/30 12:08,AIRTEL,202200107,130,ZMW,ZM,30,1,30
MP220830.1426.H51878,2022/08/30 14:26,AIRTEL,310054739,130,ZMW,ZM,50,1,50
MP220830.1509.J52496,2022/08/30 15:09,AIRTEL,202200268,130,ZMW,ZM,30,1,30
MP220830.1540.H55527,2022/08/30 15:40,AIRTEL,310002466,130,ZMW,ZM,30,1,30
MP220830.1658.I63274,2022/08/30 16:58,AIRTEL,310036524,60,ZMW,ZM,20,1,20
MP220830.1704.I63790,2022/08/30 17:04,AIRTEL,310032946,130,ZMW,ZM,30,1,30
MP220830.1714.J59800,2022/08/30 17:14,AIRTEL,310022548,130,ZMW,ZM,30,1,30
MP220831.0916.H10956,2022/08/31 09:16,AIRTEL,310035075,130,ZMW,ZM,50,1,50
MP220831.1050.L42668,2022/08/31 10:50,AIRTEL,310022188,130,ZMW,ZM,30,1,30
MP220831.1107.I21629,2022/08/31 11:07,AIRTEL,31000332,130,ZMW,ZM,30,1,30
MP220831.1125.J18521,2022/08/31 11:25,AIRTEL,310021795,130,ZMW,ZM,30,1,30
MP220831.1217.K21501,2022/08/31 12:17,AIRTEL,310019012,130,ZMW,ZM,30,1,30
MP220831.1247.H25862,2022/08/31 12:47,AIRTEL,310001676,130,ZMW,ZM,30,1,30
MP220831.1326.I31952,2022/08/31 13:26,AIRTEL,310008844,130,ZMW,ZM,30,1,30
MP220831.1336.I32573,2022/08/31 13:36,AIRTEL,310021798,130,ZMW,ZM,30,1,30
MP220831.1502.K33016,2022/08/31 15:02,AIRTEL,310021886,130,ZMW,ZM,30,1,30
MP220831.1532.L65174,2022/08/31 15:32,AIRTEL,310002192,60,ZMW,ZM,20,1,20
MP220831.1549.I41172,2022/08/31 15:49,AIRTEL,310056412,120,ZMW,ZM,20,2,40
MP220831.1600.K37347,2022/08/31 16:00,AIRTEL,310032448,130,ZMW,ZM,50,1,50
MP220901.0831.L26473,2022/09/01 08:31,AIRTEL,820050431,60,ZMW,ZM,20,1,20
MP220901.0920.H02456,2022/09/01 09:20,AIRTEL,310030690,130,ZMW,ZM,30,1,30
MP220901.0942.G02895,2022/09/01 09:42,AIRTEL,310002128,130,ZMW,ZM,30,1,30
MP220901.1020.K02690,2022/09/01 10:20,AIRTEL,310022336,260,ZMW,ZM,30,2,60
MP220901.1029.J02458,2022/09/01 10:29,AIRTEL,310015559,130,ZMW,ZM,30,1,30
MP220901.1135.K08320,2022/09/01 11:35,AIRTEL,310001618,130,ZMW,ZM,30,1,30
MP220901.1203.L46535,2022/09/01 12:03,AIRTEL,310035082,130,ZMW,ZM,50,1,50
MP220901.1216.K11444,2022/09/01 12:16,AIRTEL,310001944,130,ZMW,ZM,30,1,30
MP220901.1216.J10876,2022/09/01 12:16,AIRTEL,310033962,120,ZMW,ZM,20,2,40
MP220901.1247.J13593,2022/09/01 12:47,AIRTEL,310035335,130,ZMW,ZM,50,1,50
MP220901.1257.L50795,2022/09/01 12:57,AIRTEL,310025569,130,ZMW,ZM,30,1,30
MP220901.1259.J14629,2022/09/01 12:59,AIRTEL,310021585,130,ZMW,ZM,30,1,30
MP220901.1304.K15455,2022/09/01 13:04,AIRTEL,310000545,130,ZMW,ZM,30,1,30
MP220901.1331.J17342,2022/09/01 13:31,AIRTEL,310033958,130,ZMW,ZM,30,1,30
MP220901.1355.I26836,2022/09/01 13:55,AIRTEL,310029231,130,ZMW,ZM,30,1,30
