CRM_Transaction_IDs,Transaction_Amount,Addon_Value,Date,Wallet_Operator,Size,Quatity,Total_Kgs,Device_ID,UID-Connected,isNFT,isBetterCooking,Repossesed_Device_IDs,isClaimed
MP220723.1619.L58860;130.00;130.00;7/23/22;Airtel;30;1;30;0;820091353;No;No;820091353;No
MP220723.1632.I56188;130.00;130.00;7/23/22;Airtel;30;1;30;310019032;820091682;Yes;No;820091682;Yes
MP220723.1641.H59678;130.00;130.00;7/23/22;Airtel;30;1;30;;820046771;No;No;;No
MP220723.1652.G59150;130.00;130.00;7/23/22;Airtel;30;1;30;310003193;820091687;No;No;820091687;No
MP220723.1724.L62893;130.00;130.00;7/23/22;Airtel;30;1;30;;;No;No;820091464;No
MP220723.1854.J60782;130.00;130.00;7/23/22;Airtel;30;1;30;310033857;820091699;No;No;820091699;No
MP220723.1858.J61156;130.00;130.00;7/23/22;Airtel;30;1;30;;820050380;Yes;No;;Yes
MP220723.1900.K63953;130.00;130.00;7/23/22;Airtel;30;1;30;310020612;820091942;Yes;No;820091942;Yes
MP220723.1903.J61448;130.00;130.00;7/23/22;Airtel;30;1;30;;;No;No;820092321;No
3176505110;130.00;130.00;7/24/22;MTN;30;1;30;;;No;No;820050594;No
MP220725.0812.G50334;130.00;130.00;7/25/22;Airtel;30;1;30;310009945;820091792;Yes;No;820091792;Yes
MP220725.0822.H49735;130.00;130.00;7/25/22;Airtel;30;1;30;310002948;820091294;No;No;820091294;No
MP220725.0834.H50278;130.00;130.00;7/25/22;Airtel;30;1;30;;820050641;Yes;No;;Yes
MP220725.0840.I46193;130.00;130.00;7/25/22;Airtel;30;1;30;;;No;No;820050273;No
MP220725.0913.K48390;130.00;130.00;7/25/22;Airtel;30;1;30;310033854;820092098;No;No;820092098;No
MP220725.0916.H52243;130.00;130.00;7/25/22;Airtel;30;1;30;310034476;820092092;No;No;820092092;No
MP220725.1035.G57675;130.00;130.00;7/25/22;Airtel;30;1;30;;;No;No;820050546;No
3178699334;130.00;130.00;7/25/22;MTN;30;1;30;;;No;No;820091543;No
3178962927;130.00;130.00;7/25/22;MTN;30;1;30;;820050656;Yes;No;;Yes
3179085002;130.00;130.00;7/25/22;MTN;30;1;30;;;No;No;820050685;Yes
MP220725.1355.K64630;130.00;130.00;7/25/22;Airtel;30;1;30;;;No;No;820092093;No
MP220725.1540.I66588;130.00;130.00;7/25/22;Airtel;30;1;30;31003252;820091695;No;No;820091695;No
MP220725.1551.H73899;130.00;130.00;7/25/22;Airtel;30;1;30;310034747;820092099;No;No;820092099;No
MP220725.1555.G76421;130.00;130.00;7/25/22;Airtel;30;1;30;;;No;No;820050610;No
MP220725.1611.K72598;130.00;130.00;7/25/22;Airtel;30;1;30;310032281;820092091;No;No;820092091;No
3179788982;130.00;130.00;7/25/22;MTN;30;1;30;310009369;820092030;Yes;No;820092030;Yes
MP220725.1620.H75455;130.00;130.00;7/25/22;Airtel;30;1;30;310033454;820091698;No;No;820091698;No
MP220726.1118.K18888;130.00;130.00;7/26/22;Airtel;30;1;30;310022840;820046794;Yes;No;820046794;Yes
MP220726.1123.L27881;130.00;130.00;7/26/22;Airtel;30;1;30;;820050736;Yes;No;;Yes
MP220726.1135.H21214;130.00;130.00;7/26/22;Airtel;30;1;30;310022819;820091853;No;No;820091853;No
MP220726.1230.H24791;130.00;130.00;7/26/22;Airtel;30;1;30;310034201;820091343;No;No;820050556;No
MP220726.1550.G41154;130.00;130.00;7/26/22;Airtel;30;1;30;;820050634;Yes;No;;Yes
MP220727.0813.J68691;130.00;130.00;7/27/22;Airtel;30;1;30;310014791;820091941;Yes;No;820091941;Yes
MP220727.1502.L07779;130.00;130.00;7/27/22;Airtel;30;1;30;;820050584;No;No;;No
MP220727.1601.K98312;130.00;130.00;7/27/22;Airtel;30;1;30;;820050675;No;No;;No
MP220727.1718.J99127;130.00;130.00;7/27/22;Airtel;30;1;30;;;No;No;820050657;No
MP220728.0805.H39539;130.00;130.00;7/28/22;Airtel;30;1;30;;820050465;No;No;;No
MP220728.0832.L51706;130.00;130.00;7/28/22;Airtel;30;1;30;;820050677;Yes;No;;Yes
MP220728.0841.K36523;130.00;130.00;7/28/22;Airtel;30;1;30;;820050407;No;No;;No
MP220728.1004.K40245;130.00;130.00;7/28/22;Airtel;30;1;30;;820050699;No;No;;No
3181554449;130.00;130.00;7/28/22;MTN;30;1;30;;;No;No;820050564;No
MP220728.1020.J40957;130.00;130.00;7/28/22;Airtel;30;1;30;;;No;No;820050686;No
3182055417;130.00;130.00;7/28/22;MTN;30;1;30;0;820050597;No;No;820050597;No
MP220728.1044.J42246;130.00;130.00;7/28/22;Airtel;30;1;30;;;No;No;820050451;No
MP220728.1113.L61044;130.00;130.00;7/28/22;Airtel;30;1;30;;820047458;Yes;No;;Yes
MP220728.1149.I43502;130.00;130.00;7/28/22;Airtel;30;1;30;;820050642;No;No;;No
MP220728.1200.I44036;130.00;130.00;7/28/22;Airtel;30;1;30;;820050652;Yes;No;;Yes
MP220728.1235.I45898;130.00;130.00;7/28/22;Airtel;30;1;30;310014681;820091447;Yes;No;820091447;Yes
MP220728.1236.H54326;130.00;130.00;7/28/22;Airtel;30;1;30;;820047295;Yes;No;;Yes
MP220728.1245.L66151;20.00;20.00;7/28/22;Airtel;5;1;5;310029231;820091004;No;No;820091004;No
MP220728.1425.L72418;130.00;130.00;7/28/22;Airtel;30;1;30;;;No;No;820050541;No
3188041539;130.00;130.00;7/28/22;MTN;30;1;30;310017519;820046790;No;No;820046790;No
MP220728.1526.G64958;130.00;130.00;7/28/22;Airtel;30;1;30;;820050653;No;No;;No
MP220728.1531.H63374;260.00;260.00;7/28/22;Airtel;30;2;60;310017019;820091475;Yes;No;820091475;Yes
MP220728.1632.J61587;130.00;130.00;7/28/22;Airtel;30;1;30;;;No;No;820050741;No
MP220728.1655.I60977;130.00;130.00;7/28/22;Airtel;30;1;30;;820047336;No;No;;No
MP220728.1659.I61244;130.00;130.00;7/28/22;Airtel;30;1;30;;;No;No;820050650;No
MP220728.1747.G73564;130.00;130.00;7/28/22;Airtel;30;1;30;;820050729;No;No;;No
MP220728.1950.J76907;130.00;130.00;7/28/22;Airtel;30;1;30;310029231;820091004;No;No;820091004;No
MP220728.2115.G90670;130.00;130.00;7/28/22;Airtel;30;1;30;;820050732;No;No;;No
MP220729.0735.I95976;130.00;130.00;7/29/22;Airtel;30;1;30;;820054444;Yes;No;;Yes
MP220729.0804.G05780;130.00;130.00;7/29/22;Airtel;30;1;30;310022943;820091548;No;No;820091548;No
MP220729.0807.K98299;60.00;60.00;7/29/22;Airtel;20;1;20;310022943;820091548;No;No;820091548;No
MP220729.0933.L21537;130.00;130.00;7/29/22;Airtel;30;1;30;;;No;No;820050509;No
MP220729.1005.K04912;130.00;130.00;7/29/22;Airtel;30;1;30;;820050672;Yes;No;;Yes
MP220729.1031.I04768;130.00;130.00;7/29/22;Airtel;30;1;30;310023153;820091503;Yes;No;820091503;Yes
MP220729.1116.J08418;135.00;130.00;7/29/22;Airtel;30;1;30;;820050415;Yes;No;;Yes
MP220729.1118.I07364;130.00;130.00;7/29/22;Airtel;30;1;30;;820050670;No;No;;No
MP220729.1141.J09827;130.00;130.00;7/29/22;Airtel;30;1;30;;;No;No;820050746;No
MP220729.1213.L31116;130.00;130.00;7/29/22;Airtel;30;1;30;;;No;No;820047261;No
MP220729.1217.I10471;130.00;130.00;7/29/22;Airtel;30;1;30;310014867;820091001;Yes;No;820091001;Yes
MP220729.1307.I13156;130.00;130.00;7/29/22;Airtel;30;1;30;;820050336;Yes;No;;Yes
MP220729.1315.K15587;130.00;130.00;7/29/22;Airtel;30;1;30;310015799;820050598;No;No;820050598;No
MP220729.1321.H21877;130.00;130.00;7/29/22;Airtel;30;1;30;;820050285;No;No;;No
MP220729.1328.I14177;130.00;130.00;7/29/22;Airtel;30;1;30;;820050654;No;No;;No
MP220729.1332.J16675;130.00;130.00;7/29/22;Airtel;30;1;30;;820050705;Yes;No;;Yes
MP220729.1355.I15815;130.00;130.00;7/29/22;Airtel;30;1;30;;;No;No;820091869;No
MP220729.1413.K19092;130.00;130.00;7/29/22;Airtel;30;1;30;;;No;No;820050665;No
MP220729.1415.L39033;130.00;130.00;7/29/22;Airtel;30;1;30;;820050649;Yes;No;;Yes
MP220729.1601.I23364;130.00;130.00;7/29/22;Airtel;30;1;30;310020782;820092380;No;No;820092380;No
MP220729.1700.J30181;130.00;130.00;7/29/22;Airtel;30;1;30;;;No;No;820050289;No
MP220729.1750.J33639;130.00;130.00;7/29/22;Airtel;30;1;30;310025200;820092324;Yes;No;820092324;Yes
MP220802.0738.H92643;130.00;130.00;8/2/22;Airtel;30;1;30;;820050643;Yes;No;;Yes
MP220802.0945.L25279;130.00;130.00;8/2/22;Airtel;30;1;30;;;No;No;820050281;No
MP220802.1013.H00880;130.00;130.00;8/2/22;Airtel;30;1;30;310001856;820050585;Yes;No;820050585;Yes
MP220802.1015.I93846;130.00;130.00;8/2/22;Airtel;30;1;30;;820047459;Yes;No;;Yes
MP220802.1026.L27963;130.00;130.00;8/2/22;Airtel;30;1;30;;820050503;Yes;No;;Yes
3203596002;130.00;130.00;8/2/22;MTN;30;1;30;310035031;820050461;Yes;No;820050461;Yes
MP220802.1042.G09195;130.00;130.00;8/2/22;Airtel;30;1;30;310022158;820091796;Yes;No;820091796;Yes
MP220802.1051.J00556;130.00;130.00;8/2/22;Airtel;30;1;30;310003633;820091460;Yes;No;820091460;Yes
MP220802.1123.L31518;130.00;130.00;8/2/22;Airtel;30;1;30;310021407;820091863;Yes;No;820091863;Yes
MP220802.1126.L31773;130.00;130.00;8/2/22;Airtel;30;1;30;;820046856;Yes;No;;Yes
MP220802.1143.H05844;130.00;130.00;8/2/22;Airtel;30;1;30;310000494;820091471;Yes;No;820091471;Yes
MP220802.1210.H07439;130.00;130.00;8/2/22;Airtel;30;1;30;310015897;820091292;Yes;No;820091292;Yes
MP220802.1310.I04198;130.00;130.00;8/2/22;Airtel;30;1;30;310021805;820092134;No;No;820092134;No
MP220802.1314.J09036;130.00;130.00;8/2/22;Airtel;30;1;30;;820047343;Yes;No;;Yes
MP220802.1336.J10464;130.00;130.00;8/2/22;Airtel;30;1;30;;820050565;No;No;;No
MP220802.1353.I06567;130.00;130.00;8/2/22;Airtel;30;1;30;;820047305;Yes;No;;Yes
MP220802.1353.L39785;130.00;130.00;8/2/22;Airtel;30;1;30;;820046834;Yes;No;;Yes
MP220802.1400.K24161;130.00;130.00;8/2/22;Airtel;30;1;30;;820047445;Yes;No;;Yes
MP220802.1406.G21658;130.00;130.00;8/2/22;Airtel;30;1;30;;820047387;Yes;No;;Yes
MP220802.1408.H14318;130.00;130.00;8/2/22;Airtel;30;1;30;0;820091397;No;No;820091397;No
MP220802.1432.I08693;130.00;130.00;8/2/22;Airtel;30;1;30;;;No;No;820050287;No
MP220802.1440.I09120;130.00;130.00;8/2/22;Airtel;30;1;30;;;No;No;820050687;No
MP220802.1447.I09512;130.00;130.00;8/2/22;Airtel;30;1;30;;;No;No;820054409;No
MP220802.1450.G24100;130.00;130.00;8/2/22;Airtel;30;1;30;;820050692;Yes;No;;Yes
MP220802.1458.J15497;130.00;130.00;8/2/22;Airtel;30;1;30;310001618;820091297;No;No;820091297;No
MP220802.1649.J21732;260.00;260.00;8/2/22;Airtel;30;2;60;310016957;820091858;Yes;No;820091858;Yes
MP220802.1720.L52888;130.00;130.00;8/2/22;Airtel;30;1;30;;;No;No;820091556;No
MP220802.1937.K50201;130.00;130.00;8/2/22;Airtel;30;1;30;;;No;No;820092459;No
MP220803.0930.G72018;130.00;130.00;8/3/22;Airtel;30;1;30;310002352;820092457;Yes;No;820092435;Yes
MP220803.0939.L91477;130.00;130.00;8/3/22;Airtel;30;1;30;310017368;820092111;No;No;820092111;No
MP220803.1028.K78746;130.00;130.00;8/3/22;Airtel;30;1;30;;;No;No;820050270;No
MP220803.1155.K83595;130.00;130.00;8/3/22;Airtel;30;1;30;310001813;820091540;Yes;No;820091540;Yes
MP220803.1250.H74621;130.00;130.00;8/3/22;Airtel;30;1;30;;820050477;No;No;;No
MP220803.1606.H85544;130.00;130.00;8/3/22;Airtel;30;1;30;;;No;No;820091557;No
MP220803.1614.L14571;130.00;130.00;8/3/22;Airtel;30;1;30;310015520;820050252;No;No;820050252;No
MP220803.1641.J86440;130.00;130.00;8/3/22;Airtel;30;1;30;0;820091008;No;No;820091008;No
MP220803.1644.J86560;130.00;130.00;8/3/22;Airtel;30;1;30;;;No;No;820091005;No
MP220803.2028.J02486;130.00;130.00;8/3/22;Airtel;30;1;30;310014932;820092039;Yes;No;820092039;Yes
MP220804.0926.L52093;130.00;130.00;8/4/22;Airtel;30;1;30;;820050326;Yes;No;;Yes
MP220804.1019.K41646;130.00;130.00;8/4/22;Airtel;30;1;30;;;No;No;820046840;No
MP220804.1039.G34533;130.00;130.00;8/4/22;Airtel;30;1;30;310021816;820092322;Yes;No;820092322;Yes
MP220804.1108.G36324;130.00;130.00;8/4/22;Airtel;30;1;30;310017742;820091964;No;No;820091964;No
MP220804.1111.H29464;130.00;130.00;8/4/22;Airtel;30;1;30;310017236;820092337;Yes;No;820092337;Yes
MP220804.1115.I20245;130.00;130.00;8/4/22;Airtel;30;1;30;310013456;820091465;Yes;No;820091465;Yes
MP220804.1205.H32828;130.00;130.00;8/4/22;Airtel;30;1;30;;820050276;Yes;No;;Yes
MP220804.1207.L60916;130.00;130.00;8/4/22;Airtel;30;1;30;310022421;820092442;Yes;No;820092442;Yes
MP220804.1224.I23831;130.00;130.00;8/4/22;Airtel;30;1;30;310017865;820092138;Yes;No;820092138;Yes
MP220804.1303.L64132;130.00;130.00;8/4/22;Airtel;30;1;30;310021222;820092035;Yes;No;820092035;Yes
MP220804.1307.J34451;130.00;130.00;8/4/22;Airtel;30;1;30;;820050742;No;No;;No
MP220804.1402.G45726;91.00;91.00;8/4/22;Airtel;30;1;30;;820046821;Yes;No;;Yes
MP220804.1506.L71202;130.00;130.00;8/4/22;Airtel;30;1;30;31000332;820091854;No;No;820091854;No
MP220804.1524.G50210;130.00;130.00;8/4/22;Airtel;30;1;30;;820050583;No;No;;No
MP220804.1550.K60041;130.00;130.00;8/4/22;Airtel;30;1;30;310076323;820092336;Yes;No;820092336;Yes
MP220804.1616.J44241;130.00;130.00;8/4/22;Airtel;30;1;30;;;No;No;820050280;No
MP220804.1645.H49740;130.00;130.00;8/4/22;Airtel;30;1;30;0;820092136;No;No;820092136;No
MP220804.2005.J60992;130.00;130.00;8/4/22;Airtel;30;1;30;310016884;820091961;No;No;820091961;No
MP220805.0914.K99549;130.00;130.00;8/5/22;Airtel;30;1;30;820091680;;No;No;820050688;No
MP220805.0924.H89303;130.00;130.00;8/5/22;Airtel;30;1;30;310005982;820091007;No;No;820091007;No
MP220805.0928.G91670;130.00;130.00;8/5/22;Airtel;30;1;30;0;820091354;No;No;820050560;No
MP220805.1014.H91840;130.00;130.00;8/5/22;Airtel;30;1;30;;820050622;No;No;;No
MP220805.1026.J87366;130.00;130.00;8/5/22;Airtel;30;1;30;;820050691;Yes;No;;Yes
MP220805.1036.G95339;130.00;130.00;8/5/22;Airtel;30;1;30;;;No;No;820092444;No
MP220805.1051.I81182;130.00;130.00;8/5/22;Airtel;30;1;30;0;820091814;No;No;820091761;No
MP220805.1105.K05474;130.00;130.00;8/5/22;Airtel;30;1;30;;;No;No;820091286;No
MP220805.1105.L22261;130.00;130.00;8/5/22;Airtel;30;1;30;;;No;No;820092132;No
MP220805.1124.K06666;130.00;130.00;8/5/22;Airtel;30;1;30;202200099;820091766;Yes;No;820091288;Yes
MP220805.1141.I83987;130.00;130.00;8/5/22;Airtel;30;1;30;310025233;820091708;Yes;No;820091708;Yes
MP220805.1154.H97946;130.00;130.00;8/5/22;Airtel;30;1;30;;;No;No;820091281;No
MP220805.1202.H98370;130.00;130.00;8/5/22;Airtel;30;1;30;310025560;820091917;No;No;820091917;No
MP220805.1215.G00551;130.00;130.00;8/5/22;Airtel;30;1;30;202200013;820092460;Yes;No;820092464;Yes
MP220805.1230.H99806;130.00;130.00;8/5/22;Airtel;30;1;30;0;820091625;No;No;820092438;No
MP220805.1252.L29173;130.00;130.00;8/5/22;Airtel;30;1;30;;;No;No;820091763;No
MP220805.1255.H01357;130.00;130.00;8/5/22;Airtel;30;1;30;;;No;No;820092436;Yes
MP220805.1255.L29368;130.00;130.00;8/5/22;Airtel;30;1;30;310035299;820092095;No;No;820092095;No
MP220805.1306.L29931;130.00;130.00;8/5/22;Airtel;30;1;30;310002768;820091476;Yes;No;820091476;Yes
MP220805.1315.L30392;130.00;130.00;8/5/22;Airtel;30;1;30;310001365;820091769;Yes;No;820091769;Yes
MP220805.1329.I91242;130.00;130.00;8/5/22;Airtel;30;1;30;310000267;820092468;Yes;No;820092468;Yes
MP220805.1343.I91895;130.00;130.00;8/5/22;Airtel;30;1;30;310025565;820092498;Yes;No;820092498;Yes
MP220805.1355.G06392;130.00;130.00;8/5/22;Airtel;30;1;30;202200034;820091702;Yes;No;820091702;Yes
MP220805.1402.K15541;130.00;130.00;8/5/22;Airtel;30;1;30;310002838;820092466;Yes;No;820092466;Yes
MP220805.1420.J00904;130.00;130.00;8/5/22;Airtel;30;1;30;310028305;820091705;No;No;820091705;No
MP220805.1421.L34646;130.00;130.00;8/5/22;Airtel;30;1;30;310035210;820092097;No;No;820092097;No
MP220805.1433.H07017;130.00;130.00;8/5/22;Airtel;30;1;30;;;No;No;820091911;No
MP220805.1436.L35565;130.00;130.00;8/5/22;Airtel;30;1;30;;820050625;Yes;No;;Yes
MP220805.1447.I95925;130.00;130.00;8/5/22;Airtel;30;1;30;;;No;No;820091709;No
MP220805.1454.J02951;130.00;130.00;8/5/22;Airtel;30;1;30;;;No;No;820092361;No
MP220805.1455.K18473;130.00;130.00;8/5/22;Airtel;30;1;30;202200029;820092435;Yes;No;820092435;Yes
MP220805.1503.I96936;130.00;130.00;8/5/22;Airtel;30;1;30;310033180;820091412;No;No;820091596;No
MP220805.1523.H10665;130.00;130.00;8/5/22;Airtel;30;1;30;202200001;820091704;Yes;No;820091704;Yes
MP220805.1533.L38759;130.00;130.00;8/5/22;Airtel;30;1;30;310034788;820091594;No;No;820091594;No
MP220805.1540.I99520;10.00;130.00;8/5/22;Airtel;30;1;30;202200028;820091707;Yes;No;820091707;Yes
MP220805.1552.I00467;130.00;130.00;8/5/22;Airtel;30;1;30;310034273;820092090;No;No;820092090;No
MP220805.1553.L40102;130.00;130.00;8/5/22;Airtel;30;1;30;310021108;820092366;Yes;No;820092366;Yes
MP220805.1556.G14008;130.00;130.00;8/5/22;Airtel;30;1;30;310034137;820091452;No;No;820091595;No
MP220805.1556.K21813;130.00;130.00;8/5/22;Airtel;30;1;30;310008934;820091954;Yes;No;820091954;Yes
MP220805.1604.L40835;130.00;130.00;8/5/22;Airtel;30;1;30;202200005;820091280;Yes;No;820091280;Yes
MP220805.1607.L40996;130.00;130.00;8/5/22;Airtel;30;1;30;;820050662;No;No;;No
MP220805.1609.I01543;130.00;130.00;8/5/22;Airtel;30;1;30;310033958;820091697;No;No;820091697;No
MP220805.1626.G16135;130.00;130.00;8/5/22;Airtel;30;1;30;310001160;820091959;Yes;No;820091959;Yes
MP220805.1645.H15112;130.00;130.00;8/5/22;Airtel;30;1;30;310017478;820091794;Yes;No;820091794;Yes
MP220805.1739.K28541;130.00;130.00;8/5/22;Airtel;30;1;30;820092453;;No;No;820092453;No
MP220805.1742.H18534;130.00;130.00;8/5/22;Airtel;30;1;30;310022093;820092110;Yes;No;820092110;Yes
MP220806.0759.G54023;130.00;130.00;8/6/22;Airtel;30;1;30;;820050655;No;No;;No
MP220806.0845.J48348;130.00;130.00;8/6/22;Airtel;30;1;30;;820050664;No;No;;No
MP220806.0855.I44468;130.00;130.00;8/6/22;Airtel;30;1;30;310000832;820091474;Yes;No;820091474;Yes
MP220806.0859.L85142;130.00;130.00;8/6/22;Airtel;30;1;30;310013229;820091554;No;No;820091554;No
MP220806.1020.J54890;130.00;130.00;8/6/22;Airtel;30;1;30;;;No;No;820050645;No
MP220806.1056.G65168;130.00;130.00;8/6/22;Airtel;30;1;30;;820046835;Yes;No;;Yes
MP220806.1122.J58764;130.00;130.00;8/6/22;Airtel;30;1;30;;;No;No;820050747;No
MP220806.1138.H66859;130.00;130.00;8/6/22;Airtel;30;1;30;310001999;820091550;Yes;No;820091550;Yes
MP220806.1146.G69369;130.00;130.00;8/6/22;Airtel;30;1;30;;820047417;Yes;No;;Yes
MP220806.1207.K78666;130.00;130.00;8/6/22;Airtel;30;1;30;;820050730;Yes;No;;Yes
MP220806.1339.K87559;130.00;130.00;8/6/22;Airtel;30;1;30;310020612;820091942;Yes;No;820091942;Yes
MP220806.1351.J71156;130.00;130.00;8/6/22;Airtel;30;1;30;;820050680;Yes;No;;Yes
MP220806.1351.J71174;130.00;130.00;8/6/22;Airtel;30;1;30;310031447;820091478;Yes;No;820091478;Yes
MP220806.1356.K88789;130.00;130.00;8/6/22;Airtel;30;1;30;;;No;No;820092445;Yes
MP220806.1407.H78615;130.00;130.00;8/6/22;Airtel;30;1;30;310000405;820092037;Yes;No;820092037;Yes
MP220806.1409.L00865;130.00;130.00;8/6/22;Airtel;30;1;30;310034148;820091539;Yes;No;820092335;Yes
MP220806.1414.K90147;130.00;130.00;8/6/22;Airtel;30;1;30;31000605;820091467;Yes;No;820091467;Yes
MP220806.1426.L02066;130.00;130.00;8/6/22;Airtel;30;1;30;;;No;No;820091395;No
MP220806.1627.H91406;130.00;130.00;8/6/22;Airtel;30;1;30;310028941;820092382;No;No;820092382;No
MP220806.1813.G98274;91.00;91.00;8/6/22;Airtel;30;1;30;;820050511;Yes;No;;Yes
MP220806.1926.H04398;130.00;130.00;8/6/22;Airtel;30;1;30;;;No;No;820050717;No
MP220807.1439.I37615;130.00;130.00;8/7/22;Airtel;30;1;30;;;No;No;820050303;No
3220230506;130.00;130.00;8/7/22;MTN;30;1;30;310020877;820091443;No;No;820091443;No
MP220807.1718.J04580;130.00;130.00;8/7/22;Airtel;30;1;30;310029182;820091391;Yes;No;820091391;Yes
MP220807.1946.L93700;130.00;130.00;8/7/22;Airtel;30;1;30;;820047254;No;No;;No
MP220808.0916.L12501;130.00;130.00;8/8/22;Airtel;30;1;30;310030326;820092363;No;No;820092363;No
MP220808.0930.I34069;130.00;130.00;8/8/22;Airtel;30;1;30;820092422;;No;No;820092422;No
MP220808.0934.H80346;130.00;130.00;8/8/22;Airtel;30;1;30;202200071;820091912;No;No;820091912;No
3221921094;130.00;130.00;8/8/22;MTN;30;1;30;;;No;No;820091394;No
MP220808.0944.K00374;130.00;130.00;8/8/22;Airtel;30;1;30;310021358;820091956;Yes;No;820091956;Yes
MP220808.1005.I35365;130.00;130.00;8/8/22;Airtel;30;1;30;310029997;820091285;Yes;No;820091285;Yes
MP220808.1019.H82512;130.00;130.00;8/8/22;Airtel;30;1;30;;820050738;Yes;No;;Yes
MP220808.1026.J36892;130.00;130.00;8/8/22;Airtel;30;1;30;;820050690;Yes;No;;Yes
MP220808.1032.H83109;130.00;130.00;8/8/22;Airtel;30;1;30;;;No;No;820092369;No
MP220808.1051.H84010;130.00;130.00;8/8/22;Airtel;30;1;30;310000446;820091287;Yes;No;820091287;Yes
MP220808.1055.G41715;130.00;130.00;8/8/22;Airtel;30;1;30;;820050500;Yes;No;;Yes
MP220808.1058.I37996;130.00;130.00;8/8/22;Airtel;30;1;30;;820050410;Yes;No;;Yes
MP220808.1100.L17700;130.00;130.00;8/8/22;Airtel;30;1;30;;820050477;No;No;;No
MP220808.1102.K03873;130.00;130.00;8/8/22;Airtel;30;1;30;310000745;820091685;Yes;No;820091685;Yes
MP220808.1110.G42087;130.00;130.00;8/8/22;Airtel;30;1;30;202200018;820091764;Yes;No;820091764;Yes
MP220808.1118.G42398;130.00;130.00;8/8/22;Airtel;30;1;30;202200004;820092368;Yes;No;820092368;Yes
MP220808.1140.J39971;130.00;130.00;8/8/22;Airtel;30;1;30;310035220;820091952;Yes;No;820091952;Yes
MP220808.1205.G45192;130.00;130.00;8/8/22;Airtel;30;1;30;;;No;No;820092465;No
MP220808.1211.I41634;130.00;130.00;8/8/22;Airtel;30;1;30;310008166;820091955;Yes;No;820091955;Yes
MP220808.1232.H89300;130.00;130.00;8/8/22;Airtel;30;1;30;;;No;No;820092367;No
MP220808.1236.G46571;130.00;130.00;8/8/22;Airtel;30;1;30;310022225;820091958;Yes;No;820091958;Yes
MP220808.1240.J42568;130.00;130.00;8/8/22;Airtel;30;1;30;;;No;No;820050375;No
MP220808.1246.K09651;130.00;130.00;8/8/22;Airtel;30;1;30;202200025;820091284;Yes;No;820091284;Yes
MP220808.1259.L23453;130.00;130.00;8/8/22;Airtel;30;1;30;310001991;820092496;No;No;820092496;No
MP220808.1316.G48769;130.00;130.00;8/8/22;Airtel;30;1;30;310001922;820091283;No;No;820091283;No
MP220808.1319.H91992;130.00;130.00;8/8/22;Airtel;30;1;30;310001922;820091283;No;No;820091283;No
MP220808.1330.L24844;260.00;260.00;8/8/22;Airtel;30;2;60;310035873;820091950;Yes;No;820091950;Yes
MP220808.1344.J45314;130.00;130.00;8/8/22;Airtel;30;1;30;310001864;820091918;Yes;No;820091918;Yes
MP220808.1406.H94603;130.00;130.00;8/8/22;Airtel;30;1;30;;;No;No;820091914;No
MP220808.1411.G51391;130.00;130.00;8/8/22;Airtel;30;1;30;310003494;820092421;No;No;820092421;No
MP220808.1415.G51666;130.00;130.00;8/8/22;Airtel;30;1;30;310022811;820086378;Yes;No;820086378;Yes
MP220808.1428.L28456;130.00;130.00;8/8/22;Airtel;30;1;30;310022784;820091951;Yes;No;820091951;Yes
MP220808.1432.K14869;130.00;130.00;8/8/22;Airtel;30;1;30;;820046859;No;No;;No
MP220808.1436.I48575;130.00;130.00;8/8/22;Airtel;30;1;30;202200021;820092492;No;No;820092492;No
MP220808.1446.J48516;130.00;130.00;8/8/22;Airtel;30;1;30;;;No;No;820092437;No
MP220808.1505.J49304;130.00;130.00;8/8/22;Airtel;30;1;30;;;No;No;820091289;No
MP220808.1513.L30626;130.00;130.00;8/8/22;Airtel;30;1;30;;;No;No;820091913;No
MP220808.1523.G54953;130.00;130.00;8/8/22;Airtel;30;1;30;310029328;820091701;Yes;No;820091701;Yes
MP220808.1525.J50415;130.00;130.00;8/8/22;Airtel;30;1;30;;820047464;No;No;;No
MP220808.1528.L31396;130.00;130.00;8/8/22;Airtel;30;1;30;;;No;No;820050575;No
MP220808.1530.G55276;130.00;130.00;8/8/22;Airtel;30;1;30;202200003;820092360;No;No;820092360;No
MP220808.1540.H99186;130.00;130.00;8/8/22;Airtel;30;1;30;310021798;820092423;No;No;820092423;No
MP220808.1604.L33081;130.00;130.00;8/8/22;Airtel;30;1;30;;;No;No;820091795;No
MP220809.0937.L68502;130.00;130.00;8/9/22;Airtel;30;1;30;;;No;No;820092426;No
MP220809.0954.J90297;130.00;130.00;8/9/22;Airtel;30;1;30;0;820086310;No;No;820091919;No
MP220809.1008.G93153;130.00;130.00;8/9/22;Airtel;30;1;30;310029624;820092430;No;No;820092430;No
MP220809.1022.K55910;130.00;130.00;8/9/22;Airtel;30;1;30;;;No;No;820050594;No
MP220809.1042.J92693;130.00;130.00;8/9/22;Airtel;30;1;30;310000081;820092461;No;No;820092461;No
MP220809.1055.I92552;130.00;130.00;8/9/22;Airtel;30;1;30;202200012;820092493;Yes;No;820092493;Yes
MP220809.1104.K58414;130.00;130.00;8/9/22;Airtel;30;1;30;310008327;820091282;Yes;No;820092462;Yes
MP220809.1114.H42767;130.00;130.00;8/9/22;Airtel;30;1;30;;;No;No;820092463;No
