CRM_Transaction_IDs,Transaction_Amount,Addon_Value,Date,Wallet_Operator,Size,Quatity,Total_Kgs,Device_ID,UID-Connected,isNFT,isBetterCooking,Repossesed_Device_IDs,isClaimed
MP230628.1619.G53755;130,00;130,00;6/28/23;Airtel;30;1;30;310034209;820091342;Yes;No;820091342;No
MP230628.1620.N55113;130,00;130,00;6/28/23;Airtel;30;1;30;310054341;;No;Yes;310054341;No
MP230628.1622.G54046;130,00;130,00;6/28/23;Airtel;30;1;30;310034355;820092277;Yes;No;820092277;No
MP230628.1636.K58932;130,00;130,00;6/28/23;Airtel;30;1;30;310053094;;No;Yes;310053094;No
MP230628.1639.H48662;5,00;130,00;6/28/23;Airtel;30;1;30;310052694;;No;Yes;310052694;No
MP230628.1632.K58566;130,00;130,00;6/28/23;Airtel;30;1;30;202200377;820092355;No;No;820092355;No
MP230628.1650.L53635;130,00;130,00;6/28/23;Airtel;30;1;30;310057332;;No;Yes;310057332;No
MP230628.1828.N67055;130,00;130,00;6/28/23;Airtel;30;1;30;310033582;820092314;No;No;820092314;No
MP230628.1845.J69679;130,00;130,00;6/28/23;Airtel;30;1;30;310056626;;No;Yes;310056626;No
MP230628.1924.N73231;130,00;130,00;6/28/23;Airtel;30;1;30;310033082;820092230;No;No;820092230;No
MP230628.1926.G71723;260,00;260,00;6/28/23;Airtel;30;2;60;310033082;820092230;No;No;820092230;No
4260255936;130,00;130,00;6/28/23;MTN;30;1;30;310055055;;No;Yes;310055055;No
4260280414;130,00;130,00;6/28/23;MTN;30;1;30;310054540;;No;Yes;310054540;No
MP230628.1946.H68385;130,00;130,00;6/28/23;Airtel;30;1;30;310056661;;No;Yes;310056661;No
4260346623;130,00;130,00;6/28/23;MTN;30;1;30;310050884;;No;Yes;310050884;No
4260753637;130,00;130,00;6/28/23;MTN;30;1;30;310052334;;No;Yes;310052334;No
4260762133;130,00;130,00;6/28/23;MTN;30;1;30;310050864;;No;Yes;310050864;No
4260772658;130,00;130,00;6/28/23;MTN;30;1;30;310056780;;No;Yes;310056780;No
MP230628.1554.I55297;130,00;130,00;6/28/23;Airtel;30;1;30;310054732;;No;Yes;310054732;No
MP230628.1545.N52052;130,00;130,00;6/28/23;Airtel;30;1;30;310050110;;No;Yes;310052246;No
MP230628.1549.I54960;130,00;130,00;6/28/23;Airtel;30;1;30;310050161;;No;Yes;310050161;No
MP230628.1520.N50223;130,00;130,00;6/28/23;Airtel;30;1;30;310054806;;No;Yes;;No
MP230628.1538.N51614;130,00;130,00;6/28/23;Airtel;30;1;30;310054730;;No;Yes;310054730;No
MP230628.1504.H41321;130,00;130,00;6/29/23;Airtel;30;1;30;310050193;;No;Yes;310050193;No
MP230628.1526.I53170;130,00;130,00;6/29/23;Airtel;30;1;30;310051585;;No;Yes;310051585;No
MP230628.1459.H40888;130,00;130,00;6/29/23;Airtel;30;1;30;310050964;;No;No;310050964;No
MP230628.1524.I53001;130,00;130,00;6/29/23;Airtel;30;1;30;310051551;;No;Yes;310051551;No
MP230628.1513.K52275;130,00;130,00;6/29/23;Airtel;30;1;30;310050265;;No;Yes;310050265;No
4260949223;130,00;130,00;6/29/23;MTN;30;1;30;310055222;;No;Yes;310055222;No
MP230628.1540.J51434;130,00;130,00;6/29/23;Airtel;30;1;30;310054489;;No;Yes;310054489;No
4260991497;130,00;130,00;6/29/23;MTN;30;1;30;310055326;;No;Yes;310055326;No
MP230628.1511.N49714;130,00;130,00;6/29/23;Airtel;30;1;30;310056682;;No;No;310056682;No
MP230629.0808.M02730;105,00;105,00;6/29/23;Airtel;50;1;50;310022323;820091574;Yes;No;820091574;No
MP230629.0834.M04191;150,00;150,00;6/29/23;Airtel;50;1;50;310054040;;No;Yes;310054040;No
MP230629.0842.H97967;130,00;130,00;6/29/23;Airtel;30;1;30;202200025;820091284;Yes;No;820091284;No
MP230629.0843.M04881;130,00;130,00;6/29/23;Airtel;30;1;30;310051142;;No;Yes;310051142;No
MP230627.0941.J39848;130,00;130,00;6/29/23;Airtel;30;1;30;310056722;;No;Yes;310056722;No
4261295173;130,00;130,00;6/29/23;MTN;30;1;30;310033993;820091531;Yes;No;820091531;No
4261307488;130,00;130,00;6/29/23;MTN;30;1;30;310053544;;No;Yes;310053544;No
MP230629.0857.M05820;130,00;130,00;6/29/23;Airtel;30;1;30;310032989;820091903;Yes;No;820091903;No
MP230629.0904.H99596;5,00;130,00;6/29/23;Airtel;30;1;30;310033146;820092234;Yes;No;820092234;No
MP230629.0904.I08839;130,00;130,00;6/29/23;Airtel;30;1;30;310056730;;No;Yes;310056730;No
MP230629.0918.L04156;130,00;130,00;6/29/23;Airtel;30;1;30;310034203;820091655;No;No;820091655;No
4261401908;130,00;130,00;6/29/23;MTN;30;1;30;310052580;;No;Yes;310052580;No
MP230629.0930.K12802;5,00;130,00;6/29/23;Airtel;30;1;30;;820050721;Yes;No;;No
MP230629.0906.G05000;130,00;130,00;6/29/23;Airtel;30;1;30;310055128;;No;Yes;310055128;No
MP230629.1000.M10467;130,00;130,00;6/29/23;Airtel;30;1;30;310057494;;No;Yes;310057494;No
MP230629.0958.G08807;130,00;130,00;6/29/23;Airtel;30;1;30;310028173;820091379;Yes;No;820091379;No
MP230629.1009.H04193;130,00;130,00;6/29/23;Airtel;30;1;30;310052426;;No;Yes;310052426;No
MP230629.0825.J05489;130,00;130,00;6/29/23;Airtel;30;1;30;820092453;;No;No;820092453;No
MP230629.1008.N11925;130,00;130,00;6/29/23;Airtel;30;1;30;310052442;;No;Yes;310052442;No
MP230629.1002.N11487;130,00;130,00;6/29/23;Airtel;30;1;30;310056732;;No;Yes;310056732;No
MP230629.0813.N03714;130,00;130,00;6/29/23;Airtel;30;1;30;310057290;;No;Yes;310057290;No
MP230629.1138.H10737;130,00;130,00;6/29/23;Airtel;30;1;30;310053972;;No;Yes;310053972;No
MP230629.1125.G15376;130,00;130,00;6/29/23;Airtel;30;1;30;310002352;820092457;Yes;No;820092435;No
MP230629.1126.I19335;130,00;130,00;6/29/23;Airtel;30;1;30;310056737;;No;Yes;310056737;No
MP230629.1131.N18494;130,00;130,00;6/29/23;Airtel;30;1;30;310056981;;No;Yes;310056981;No
MP230629.1117.M16282;130,00;130,00;6/29/23;Airtel;30;1;30;310054775;;No;Yes;310054775;No
MP230629.1047.L10721;130,00;130,00;6/29/23;Airtel;30;1;30;310017368;820092111;No;No;820092111;No
MP230629.1049.K18464;150,00;150,00;6/29/23;Airtel;50;1;50;310053901;;No;Yes;310053901;No
MP230629.1046.M13882;130,00;130,00;6/29/23;Airtel;30;1;30;202200355;820091845;No;No;820091845;No
MP230629.1038.J14388;70,00;70,00;6/29/23;Airtel;20;1;20;310051027;;No;Yes;310051027;No
MP230629.1027.L09292;130,00;130,00;6/29/23;Airtel;30;1;30;310051027;;No;Yes;310051027;No
MP230629.1030.I15270;130,00;130,00;6/29/23;Airtel;30;1;30;310055409;;No;Yes;310055409;No
MP230629.1238.H15526;130,00;130,00;6/29/23;Airtel;30;1;30;310033222;820092393;Yes;No;820092393;No
MP230629.1209.G18661;130,00;130,00;6/29/23;Airtel;30;1;30;310051134;;No;Yes;310051134;No
MP230629.1149.L15330;130,00;130,00;6/29/23;Airtel;30;1;30;310053902;;No;Yes;310053902;No
MP230629.1157.L16031;130,00;130,00;6/29/23;Airtel;30;1;30;310052122;;No;Yes;310052122;No
MP230629.1215.L17460;150,00;150,00;6/29/23;Airtel;50;1;50;310052385;;No;Yes;310052385;No
MP230629.1255.H16565;130,00;130,00;6/29/23;Airtel;30;1;30;310035254;820091878;Yes;No;820091878;No
MP230629.1150.K23860;130,00;130,00;6/29/23;Airtel;30;1;30;;820050664;No;No;;No
4262265391;130,00;130,00;6/29/23;MTN;30;1;30;23950413;;No;Yes;23950413;No
4262282176;130,00;130,00;6/29/23;MTN;30;1;30;310056904;;No;Yes;310056904;No
4262296357;130,00;130,00;6/29/23;MTN;30;1;30;310052943;;No;Yes;310052943;No
MP230629.1321.G24253;130,00;130,00;6/29/23;Airtel;30;1;30;310050994;;No;Yes;310050994;No
MP230629.1310.N26321;130,00;130,00;6/29/23;Airtel;30;1;30;310052708;;No;Yes;310052708;No
MP230629.1347.N29018;130,00;130,00;6/29/23;Airtel;30;1;30;310051552;;No;Yes;310051552;No
MP230629.1334.J28446;130,00;130,00;6/29/23;Airtel;30;1;30;310055208;;No;Yes;310055208;No
MP230629.1327.H18467;130,00;130,00;6/29/23;Airtel;30;1;30;310052116;;No;Yes;310052116;No
MP230629.1400.L26273;130,00;130,00;6/29/23;Airtel;30;1;30;310053673;;No;Yes;310053673;No
MP230629.1207.J21415;130,00;130,00;6/29/23;Airtel;30;1;30;310056167;;No;Yes;310056167;No
MP230629.1409.H21865;130,00;130,00;6/29/23;Airtel;30;1;30;310056604;;No;Yes;310056604;No
MP230629.1416.N31200;130,00;130,00;6/29/23;Airtel;30;1;30;310054743;;No;Yes;310054743;No
MP230629.1344.N28841;130,00;130,00;6/29/23;Airtel;30;1;30;310050979;;No;No;310050979;No
4262536517;130,00;130,00;6/29/23;MTN;30;1;30;310051073;;No;Yes;310051073;No
MP230629.1432.I33031;130,00;130,00;6/29/23;Airtel;30;1;30;310052984;;No;Yes;310052984;No
MP230629.1214.G19243;260,00;260,00;6/29/23;Airtel;30;2;60;310051667;;No;Yes;310051667;No
MP230629.1436.H23887;130,00;130,00;6/29/23;Airtel;30;1;30;310055578;;No;Yes;310055578;No
MP230628.1146.I37029;70,00;70,00;6/29/23;Airtel;20;1;20;310057491;;No;Yes;310057491;No
MP230629.1440.I33526;130,00;130,00;6/29/23;Airtel;30;1;30;310056005;;No;Yes;310056005;No
MP230629.1350.L25147;130,00;130,00;6/29/23;Airtel;30;1;30;310051857;;No;Yes;310051857;No
MP230629.1433.K35672;130,00;130,00;6/29/23;Airtel;30;1;30;310050595;;No;Yes;310050595;No
MP230629.1455.H25366;130,00;130,00;6/29/23;Airtel;30;1;30;310054322;;No;Yes;310054322;No
MP230629.1450.M32396;130,00;130,00;6/29/23;Airtel;30;1;30;310053042;;No;Yes;310053042;No
4262677951;130,00;130,00;6/29/23;MTN;30;1;30;310054265;;No;Yes;310054265;No
MP230629.1512.J35816;130,00;130,00;6/29/23;Airtel;30;1;30;310055210;;No;Yes;310055210;No
MP230629.1518.M34833;130,00;130,00;6/29/23;Airtel;30;1;30;310052331;;No;Yes;310052331;No
MP230629.1519.N35942;130,00;130,00;6/29/23;Airtel;30;1;30;310052383;;No;Yes;310052383;No
4262815623;130,00;130,00;6/29/23;MTN;30;1;30;310055387;;No;Yes;310055387;No
MP230629.1542.H28552;130,00;130,00;6/29/23;Airtel;30;1;30;;820050655;No;No;;No
MP230629.1542.I38221;130,00;130,00;6/29/23;Airtel;30;1;30;310033215;820092016;Yes;No;820092016;No
MP230629.1546.N37844;260,00;260,00;6/29/23;Airtel;30;2;60;310035139;820091668;Yes;No;820091668;No
MP230629.1551.H29344;130,00;130,00;6/29/23;Airtel;30;1;30;310032517;820092318;Yes;No;820092318;No
MP230629.1608.H30643;130,00;130,00;6/29/23;Airtel;30;1;30;202200289;820092125;Yes;No;820092125;No
MP230629.1615.J41304;130,00;130,00;6/29/23;Airtel;30;1;30;;820050433;Yes;No;;No
MP230629.1618.H31409;91,00;91,00;6/29/23;Airtel;30;1;30;0;820084964;No;No;820092243;No
MP230629.1633.G38623;150,00;150,00;6/29/23;Airtel;50;1;50;310055916;;No;Yes;310055916;No
MP230629.1648.L38828;130,00;130,00;6/29/23;Airtel;30;1;30;202200059;820092179;No;No;820092179;No
MP230629.1653.J45027;130,00;130,00;6/29/23;Airtel;30;1;30;202200346;820092216;Yes;No;820092216;No
MP230629.1701.I44901;130,00;130,00;6/29/23;Airtel;30;1;30;310050244;;No;Yes;310050244;No
MP230629.1705.M43196;130,00;130,00;6/29/23;Airtel;30;1;30;310056968;;No;Yes;310056968;No
MP230629.1705.M43246;130,00;130,00;6/29/23;Airtel;30;1;30;310051327;;No;Yes;310051327;No
MP230629.1835.H44436;130,00;130,00;6/29/23;Airtel;30;1;30;310005726;820091847;Yes;No;820091847;No
MP230629.1621.I41308;130,00;130,00;6/30/23;Airtel;30;1;30;310051981;;No;Yes;310051981;No
MP230629.1559.M38161;130,00;130,00;6/30/23;Airtel;30;1;30;310050194;;No;Yes;310050194;No
4264228548;130,00;130,00;6/30/23;MTN;30;1;30;310051290;;No;Yes;310051290;No
MP230629.1547.L34409;130,00;130,00;6/30/23;Airtel;30;1;30;310054350;;No;Yes;310054350;No
MP230629.1645.I43607;130,00;130,00;6/30/23;Airtel;30;1;30;310052515;;No;No;310052515;No
MP230629.1504.G31986;130,00;130,00;6/30/23;Airtel;30;1;30;310056792;;No;Yes;310056792;No
MP230629.1555.L35035;130,00;130,00;6/30/23;Airtel;30;1;30;310054060;;No;Yes;310054060;No
MP230630.0752.K96564;5,00;130,00;6/30/23;Airtel;30;1;30;310053029;;No;Yes;310053029;No
4264314902;91,00;91,00;6/30/23;MTN;30;1;30;310056817;;No;Yes;310056817;No
MP230629.1449.M32282;130,00;130,00;6/30/23;Airtel;30;1;30;310056783;;No;Yes;310056783;No
MP230629.2025.I68223;130,00;130,00;6/30/23;Airtel;30;1;30;310032360;820092076;No;No;820092076;No
MP230629.1707.N44559;130,00;260,00;6/30/23;Airtel;30;2;60;310050497;;No;Yes;310050497;No
MP230629.1551.H29345;130,00;130,00;6/30/23;Airtel;30;1;30;310054949;;No;Yes;310054949;No
MP230630.0815.G89577;130,00;130,00;6/30/23;Airtel;30;1;30;310055344;;No;Yes;310055344;No
MP230629.1227.K26155;130,00;130,00;6/30/23;Airtel;30;1;30;310055191;;No;No;310055191;No
MP230630.0809.G89194;5,00;130,00;6/30/23;Airtel;30;1;30;310053076;;No;Yes;310053076;No
MP230629.1315.J26992;130,00;130,00;6/30/23;Airtel;30;1;30;310054699;;No;No;310054699;No
MP230629.1254.M23499;130,00;130,00;6/30/23;Airtel;30;1;30;310050366;;No;Yes;310050366;No
MP230630.0826.M92723;130,00;130,00;6/30/23;Airtel;30;1;30;202200310;820091644;No;No;820091644;No
MP230630.0824.J94185;130,00;130,00;6/30/23;Airtel;30;1;30;310025570;820091960;Yes;No;820091960;No
MP230630.0834.G91030;130,00;130,00;6/30/23;Airtel;30;1;30;202200011;820091765;Yes;No;820091765;No
MP230630.0837.H85683;130,00;130,00;6/30/23;Airtel;30;1;30;0;820091642;No;No;820091760;No
MP230629.1317.I27572;130,00;130,00;6/30/23;Airtel;30;1;30;310051652;;No;Yes;310051652;No
MP230630.0842.J95615;130,00;130,00;6/30/23;Airtel;30;1;30;310052058;;No;Yes;310052058;No
MP230630.0859.G92840;130,00;130,00;6/30/23;Airtel;30;1;30;310056984;;No;Yes;310056984;No
MP230630.0900.I97940;130,00;130,00;6/30/23;Airtel;30;1;30;310002018;820092341;Yes;No;820092341;No
MP230630.0900.J96622;130,00;130,00;6/30/23;Airtel;30;1;30;310025446;820091829;Yes;No;820091829;No
MP230630.0907.G93546;130,00;130,00;6/30/23;Airtel;30;1;30;202200020;820092494;Yes;No;820092494;No
MP230630.0912.J97393;130,00;130,00;6/30/23;Airtel;30;1;30;310054134;;No;Yes;310054134;No
MP230630.0846.G91743;130,00;130,00;6/30/23;Airtel;30;1;30;310052428;;No;Yes;310052428;No
MP230630.0928.L94344;130,00;130,00;6/30/23;Airtel;30;1;30;310053079;;No;Yes;310053079;No
MP230630.0930.K02935;130,00;130,00;6/30/23;Airtel;30;1;30;310053971;;No;Yes;310053971;No
MP230630.0931.G95320;130,00;130,00;6/30/23;Airtel;30;1;30;310052609;;No;Yes;310052609;No
MP230630.0932.N99670;130,00;130,00;6/30/23;Airtel;30;1;30;310033148;820091604;Yes;No;820091604;No
MP230630.0932.J98699;130,00;130,00;6/30/23;Airtel;30;1;30;310056603;;No;Yes;310056603;No
MP230630.0926.N99070;130,00;130,00;6/30/23;Airtel;30;1;30;310055392;;No;Yes;310055392;No
MP230630.0925.M96950;150,00;150,00;6/30/23;Airtel;50;1;50;310053676;;No;Yes;310053676;No
MP230630.0935.H90021;130,00;130,00;6/30/23;Airtel;30;1;30;0;820091397;No;No;820091397;No
MP230630.0936.G95785;260,00;260,00;6/30/23;Airtel;30;2;60;310052691;;No;Yes;310052691;No
MP230630.0937.H90163;70,00;70,00;6/30/23;Airtel;20;1;20;0;820091397;No;No;820091397;No
MP230630.0938.M98082;260,00;260,00;6/30/23;Airtel;30;2;60;310056574;;No;Yes;310056574;No
MP230630.0941.L95295;130,00;130,00;6/30/23;Airtel;30;1;30;310033125;820092020;Yes;No;820092020;No
MP230630.0943.J99527;150,00;150,00;6/30/23;Airtel;50;1;50;310056419;;No;Yes;310056419;No
MP230630.0953.L96275;130,00;130,00;6/30/23;Airtel;30;1;30;310028919;820092124;Yes;No;820092124;No
MP230630.0955.H91430;70,00;70,00;6/30/23;Airtel;20;1;20;;820050425;Yes;No;;No
MP230630.1030.H94108;130,00;130,00;6/30/23;Airtel;30;1;30;310052259;;No;Yes;310052259;No
MP230630.1045.N05583;130,00;130,00;6/30/23;Airtel;30;1;30;310050942;;No;Yes;310050942;No
4264931756;130,00;130,00;6/30/23;MTN;30;1;30;310032599;820091997;No;No;820091997;No
MP230630.1044.M03219;130,00;130,00;6/30/23;Airtel;30;1;30;310051858;;No;Yes;310051858;No
MP230630.1108.G02631;130,00;130,00;6/30/23;Airtel;30;1;30;310053132;;No;No;;No
4265043182;130,00;130,00;6/30/23;MTN;30;1;30;310051965;;No;Yes;310051965;No
4265162583;130,00;130,00;6/30/23;MTN;30;1;30;310054801;;No;Yes;;No
MP230630.1142.J09130;130,00;130,00;6/30/23;Airtel;30;1;30;202200257;820092150;Yes;No;820092150;No
MP230630.1144.I10817;130,00;130,00;6/30/23;Airtel;30;1;30;310053903;;No;Yes;310053903;No
MP230630.1147.K13277;130,00;130,00;6/30/23;Airtel;30;1;30;310050212;;No;Yes;310050212;No
MP230630.1153.M09065;130,00;130,00;6/30/23;Airtel;30;1;30;310028305;820091705;No;No;820091705;No
MP230630.1201.L06911;130,00;130,00;6/30/23;Airtel;30;1;30;310055202;;No;Yes;310055202;No
MP230630.1153.K13719;130,00;130,00;6/30/23;Airtel;30;1;30;310033200;820092056;No;No;820092056;No
MP230630.1147.G06231;70,00;70,00;6/30/23;Airtel;20;1;20;310055128;;No;Yes;310055128;No
MP230630.1214.N13671;130,00;130,00;6/30/23;Airtel;30;1;30;310050848;;No;Yes;310050848;No
MP230630.1217.M11191;130,00;130,00;6/30/23;Airtel;30;1;30;310054164;;No;Yes;310054164;No
MP230630.1218.G08642;130,00;130,00;6/30/23;Airtel;30;1;30;310051000;;No;Yes;310051000;No
MP230630.1112.J06626;130,00;130,00;6/30/23;Airtel;30;1;30;202200034;820091702;Yes;No;820091702;No
MP230630.1243.M13269;130,00;130,00;6/30/23;Airtel;30;1;30;310054790;;No;Yes;310054790;No
4265428260;130,00;130,00;6/30/23;MTN;30;1;30;310054741;;No;Yes;310054741;No
MP230630.1245.G10713;130,00;130,00;6/30/23;Airtel;30;1;30;310057350;;No;Yes;310057350;No
MP230630.1254.K18418;130,00;130,00;6/30/23;Airtel;30;1;30;310002399;820091894;Yes;No;820091894;No
MP230630.1303.M14760;130,00;130,00;6/30/23;Airtel;30;1;30;310052156;;No;Yes;310052156;No
MP230630.1306.G12637;130,00;130,00;6/30/23;Airtel;30;1;30;310056655;;No;Yes;310056655;No
MP230630.1306.K19589;130,00;130,00;6/30/23;Airtel;30;1;30;310032533;820092310;Yes;No;820092310;No
MP230630.1308.I17403;70,00;70,00;6/30/23;Airtel;20;1;20;310056655;;No;Yes;310056655;No
4265564380;130,00;130,00;6/30/23;MTN;30;1;30;310052026;;No;Yes;310052026;No
4265586534;130,00;130,00;6/30/23;MTN;30;1;30;310055737;;No;Yes;310055737;No
MP230630.1327.J17554;130,00;130,00;6/30/23;Airtel;30;1;30;310050907;;No;Yes;310050907;No
MP230630.1328.I19060;130,00;130,00;6/30/23;Airtel;30;1;30;310050384;;No;Yes;310050384;No
MP230629.1541.J38203;130,00;130,00;6/30/23;Airtel;30;1;30;310056435;;No;Yes;310056435;No
MP230630.1334.N19871;130,00;130,00;6/30/23;Airtel;30;1;30;310035220;820091952;Yes;No;820091952;No
MP230630.1337.K22016;130,00;130,00;6/30/23;Airtel;30;1;30;310056825;;No;Yes;310056825;No
MP230630.1343.H08758;130,00;130,00;6/30/23;Airtel;30;1;30;310050856;;No;Yes;310050856;No
MP230630.1237.I14815;130,00;130,00;6/30/23;Airtel;30;1;30;310022840;820046794;Yes;No;820046794;No
MP230630.1235.M12633;130,00;130,00;6/30/23;Airtel;30;1;30;310020641;820092450;Yes;No;820092450;No
MP230630.1352.N21459;130,00;130,00;6/30/23;Airtel;30;1;30;310054518;;No;Yes;310054518;No
MP230630.1359.M19073;130,00;130,00;6/30/23;Airtel;30;1;30;310057301;;No;Yes;310057301;No
MP230630.1410.G17791;130,00;130,00;6/30/23;Airtel;30;1;30;310055198;;No;Yes;310055198;No
MP230630.1415.N23181;130,00;130,00;6/30/23;Airtel;30;1;30;310055278;;No;Yes;310055278;No
MP230630.1422.G18669;130,00;130,00;6/30/23;Airtel;30;1;30;310057505;;No;Yes;310057505;No
MP230630.1425.H12384;130,00;130,00;6/30/23;Airtel;30;1;30;310055146;;No;Yes;310055146;No
MP230630.1425.H12424;130,00;130,00;6/30/23;Airtel;30;1;30;310057384;;No;Yes;310057384;No
MP230630.1400.L15613;130,00;130,00;6/30/23;Airtel;30;1;30;202200339;820091631;Yes;No;820091631;No
MP230630.1442.M22617;130,00;130,00;6/30/23;Airtel;30;1;30;310029340;820091422;Yes;No;820091422;No
MP230630.1154.G06692;130,00;130,00;6/30/23;Airtel;30;1;30;310056960;;No;Yes;310056960;No
MP230630.1145.L05849;130,00;130,00;6/30/23;Airtel;30;1;30;310035031;820050461;Yes;No;820050461;No
MP230630.1504.M24613;130,00;130,00;6/30/23;Airtel;30;1;30;310055973;;No;Yes;310055973;No
4266013912;130,00;130,00;6/30/23;MTN;30;1;30;310052337;;No;Yes;310052337;No
MP230630.1552.N31181;130,00;130,00;6/30/23;Airtel;30;1;30;310052462;;No;Yes;310052462;No
MP230630.1440.L18917;130,00;130,00;6/30/23;Airtel;30;1;30;310051877;;No;Yes;310051877;No
MP230630.1157.M09490;130,00;130,00;6/30/23;Airtel;30;1;30;310055923;;No;Yes;310055923;No
MP230630.1549.L24396;130,00;130,00;6/30/23;Airtel;30;1;30;310029369;820091501;Yes;No;820091501;No
MP230630.1608.G27481;130,00;130,00;6/30/23;Airtel;30;1;30;310056720;;No;Yes;310056720;No
MP230629.1609.J40864;130,00;130,00;6/30/23;Airtel;30;1;30;310055187;;No;Yes;310055187;No
MP230629.1638.J43758;130,00;130,00;6/30/23;Airtel;30;1;30;310052333;;No;Yes;310052333;No
MP230630.1550.J29444;5,00;130,00;6/30/23;Airtel;30;1;30;310033173;820092051;No;No;820092051;No
MP230630.1551.J29549;130,00;130,00;6/30/23;Airtel;30;1;30;310050875;;No;Yes;310050875;No
MP230630.1631.M32390;130,00;130,00;6/30/23;Airtel;30;1;30;0;820091818;No;No;820091818;No
MP230630.1636.I34523;260,00;260,00;6/30/23;Airtel;30;2;60;310057048;;No;Yes;310057048;No
MP230630.1246.M13443;130,00;130,00;6/30/23;Airtel;30;1;30;310054706;;No;Yes;310054706;No
MP230630.1642.J33472;130,00;130,00;6/30/23;Airtel;30;1;30;310034525;820091775;Yes;No;820091775;No
MP230630.1615.N32963;130,00;130,00;6/30/23;Airtel;30;1;30;310056418;;No;Yes;310056418;No
4266325975;130,00;130,00;6/30/23;MTN;30;1;30;310055991;;No;Yes;310055991;No
MP230630.1659.G31983;130,00;130,00;6/30/23;Airtel;30;1;30;310001958;820092143;No;No;820092143;No
MP230630.1703.H25090;130,00;130,00;6/30/23;Airtel;30;1;30;310054068;;No;Yes;310054068;No
MP230630.1921.H40131;130,00;130,00;6/30/23;Airtel;30;1;30;310055360;;No;Yes;310055360;No
MP230630.1755.L35124;130,00;130,00;6/30/23;Airtel;30;1;30;310051265;;No;Yes;310051265;No
MP230630.1758.I41121;130,00;130,00;6/30/23;Airtel;30;1;30;310051916;;No;Yes;310051916;No
MP230630.1601.J30524;130,00;130,00;6/30/23;Airtel;30;1;30;310050846;;No;Yes;310050846;No
MP230630.1748.N41537;130,00;130,00;6/30/23;Airtel;30;1;30;310051999;;No;Yes;310051999;No
MP230630.1608.G27542;130,00;130,00;6/30/23;Airtel;30;1;30;310050984;;No;Yes;310050984;No
MP230629.1323.M26079;130,00;130,00;7/1/23;Airtel;30;1;30;310052008;;No;Yes;310052008;No
MP230630.1216.L08077;130,00;130,00;7/1/23;Airtel;30;1;30;310054870;;No;Yes;310054870;No
4267502411;130,00;130,00;7/1/23;MTN;30;1;30;310056004;;No;Yes;310056004;No
4267661296;130,00;130,00;7/1/23;MTN;30;1;30;310055552;;No;Yes;310055552;No
MP230701.0844.J90656;130,00;130,00;7/1/23;Airtel;30;1;30;310054052;;No;Yes;310054052;No
MP230701.0855.N92841;260,00;260,00;7/1/23;Airtel;30;2;60;310050908;;No;Yes;310050908;No
MP230701.0919.L86630;130,00;130,00;7/1/23;Airtel;30;1;30;310054347;;No;Yes;310054347;No
MP230701.0924.G90340;260,00;260,00;7/1/23;Airtel;30;2;60;310002501;820092040;Yes;No;820092040;No
MP230701.0916.H81350;130,00;130,00;7/1/23;Airtel;30;1;30;310002165;820091563;Yes;No;820091563;No
MP230701.1017.N99512;130,00;130,00;7/1/23;Airtel;30;1;30;310025200;820092324;Yes;No;820092324;No
MP230701.1028.J98704;130,00;130,00;7/1/23;Airtel;30;1;30;310051859;;No;Yes;310051859;No
MP230701.1043.K01913;130,00;130,00;7/1/23;Airtel;30;1;30;310053031;;No;Yes;310053031;No
MP230701.1056.G97631;260,00;260,00;7/1/23;Airtel;30;2;60;202200311;820091831;Yes;No;820091831;No
MP230701.1059.I04324;130,00;130,00;7/1/23;Airtel;30;1;30;310002905;820091429;No;No;820091429;No
MP230701.1059.H88918;130,00;130,00;7/1/23;Airtel;30;1;30;310052306;;No;Yes;310052306;No
4268462075;91,00;91,00;7/1/23;MTN;30;1;30;310056738;;No;Yes;310056738;No
4268493504;91,00;91,00;7/1/23;MTN;30;1;30;310056738;;No;Yes;310056738;No
4268650856;130,00;130,00;7/1/23;MTN;30;1;30;310057274;;No;Yes;310057274;No
MP230701.1203.L00042;130,00;130,00;7/1/23;Airtel;30;1;30;310055040;;No;Yes;310055040;No
4268782296;130,00;130,00;7/1/23;MTN;30;1;30;310057650;;No;Yes;310057650;No
MP230701.1213.N09833;130,00;130,00;7/1/23;Airtel;30;1;30;310051067;;No;Yes;310051067;No
MP230701.1152.J06422;130,00;130,00;7/1/23;Airtel;30;1;30;;820050735;Yes;No;;No
4269541378;130,00;130,00;7/1/23;MTN;30;1;30;310054374;;No;Yes;310054374;No
4269557826;130,00;130,00;7/1/23;MTN;30;1;30;310050767;;No;Yes;310050767;No
MP230701.1524.I30818;130,00;130,00;7/1/23;Airtel;30;1;30;820091344;;No;No;820091344;No
4269865099;130,00;130,00;7/1/23;MTN;30;1;30;310056752;;No;Yes;310056752;No
MP230701.1816.H34382;130,00;130,00;7/1/23;Airtel;30;1;30;310033433;820092023;No;No;820092023;No
MP230701.1827.G44915;130,00;130,00;7/1/23;Airtel;30;1;30;;820050706;No;No;;No
MP230702.1605.G29012;130,00;130,00;7/2/23;Airtel;30;1;30;;820046900;No;No;;No
MP230702.1952.H36799;130,00;130,00;7/2/23;Airtel;30;1;30;310036958;820091969;Yes;No;820091969;No
MP230702.1958.H37449;130,00;130,00;7/2/23;Airtel;30;1;30;310007918;820091505;Yes;No;820091505;No
